    Model              Gr.Code Group                QSglob   QSbest   Mol.Size Stoich.  Symm.     SymmSize SymmRMSD No.Conts No.Clash F1       Prec.Iface Recal.Iface lDDToligo  DockQ_Avg  Jaccard.Coeff. Align.Size Align.Len  Orient   LocalRMSD  Iface.RMSD SA.total   SA.polar  SA.apolar  TMscore    SymmGr.RMSD
1   T1124TS229_1o      229s    Yang-Server          0.928    0.952    2        A2       C2        2        0.08     363      3        88.8     89.50      88.10       0.832      0.782      0.87           2          720        0.03     1.96       1.00       3744.7     -890.9     4635.6     0.951     c3:15.46; c2:0.06
225 T1124TS131_3o      131s    Kiharalab_Server     0.825    0.898    2        A2       C2        2        0.04     359      4        80.7     75.90      86.30       0.842      0.640      0.80           2          720        0.04     2.57       2.37       3475.1     1322.5     2152.7     0.938     c3:15.34; c2:0.03
226 T1124TS447_1o      447     DELCLAB              0.821    0.850    2        A2       C2        2        0.11     336      0        74.2     74.80      73.50       0.760      0.614      0.74           2          720        0.03     2.62       2.32       2938.4     -487.9     3426.3     0.927     c3:16.52; c2:0.08
227 T1124TS119_1o      119     Kiharalab            0.820    0.894    2        A2       C2        2        0.01     365      2        81.1     76.30      86.60       0.835      0.639      0.81           2          720        0.04     2.59       2.38       3283.2     1506.4     1776.8     0.938     c3:15.35; c2:0.00
228 T1124TS035_2o      035s    Manifold-E           0.818    0.904    2        A2       C1        2        0.00     383      2        79.3     72.40      87.80       0.809      0.483      0.78           1          360        0.00     2.60       2.07       3912.2     1884.8     2027.4     0.814     c3:14.17; c2:7.51
229 T1124TS046_1o      046s    Manifold-LC-E        0.818    0.904    2        A2       C1        2        0.00     383      2        79.3     72.40      87.80       0.809      0.483      0.78           1          360        0.00     2.60       2.07       3912.2     1884.8     2027.4     0.814     c3:14.17; c2:7.51
230 T1124TS439_4o      439     Yang                 0.815    0.956    2        A2       C2        2        0.07     269      2        80.3     90.50      72.30       0.800      0.756      0.80           2          694        0.02     1.24       1.09       -1389.0    -2906.3    1517.3     0.927     c3:14.78; c2:0.05
231 T1124TS447_3o      447     DELCLAB              0.812    0.838    2        A2       C2        2        0.36     318      0        73.2     75.40      71.00       0.754      0.595      0.71           2          720        0.03     2.72       2.35       3265.4     -340.5     3605.9     0.923     c3:16.54; c2:0.26
232 T1124TS439_3o      439     Yang                 0.802    0.939    2        A2       C2        2        0.02     273      4        78.2     86.90      71.00       0.788      0.752      0.80           2          694        0.03     1.35       1.19       -1211.5    -2980.0    1768.4     0.924     c3:14.80; c2:0.02
233 T1124TS439_1o      439     Yang                 0.797    0.933    2        A2       C2        2        0.03     266      2        75.9     85.50      68.30       0.775      0.689      0.78           2          694        0.03     1.77       1.39       -545.9     -2760.1    2214.2     0.917     c3:14.77; c2:0.02
234 T1124TS439_2o      439     Yang                 0.794    0.929    2        A2       C2        2        0.03     270      3        74.8     82.10      68.60       0.760      0.601      0.75           2          694        0.05     2.74       1.57       -451.6     -2795.8    2344.2     0.877     c3:14.69; c2:0.02
235 T1124TS165_5o      165     FTBiot0119           0.789    0.822    2        A2       C2        2        1.81     394      13       61.3     56.90      66.50       0.777      0.663      0.67           2          720        0.03     1.80       1.89       5299.1     2132.3     3166.8     0.960     c3:14.68; c2:1.02
236 T1124TS447_2o      447     DELCLAB              0.777    0.804    2        A2       C2        2        0.08     298      0        66.4     71.30      62.20       0.737      0.571      0.70           2          720        0.03     2.66       2.48       3292.2     -349.1     3641.2     0.925     c3:16.51; c2:0.05
237 T1124TS398_5o      398     ChaePred             0.758    0.805    2        A2       C2        2        3.88     414      13       61.2     55.60      68.00       0.773      0.631      0.67           2          720        0.05     2.30       1.95       4564.4     1869.2     2695.2     0.947     c3:13.47; c2:2.17
238 T1124TS398_2o      398     ChaePred             0.733    0.791    2        A2       C2        2        0.73     336      6        58.6     59.20      57.90       0.744      0.522      0.64           2          720        0.10     2.87       2.49       4220.9     1993.6     2227.3     0.909     c3:14.94; c2:0.45
239 T1124TS398_4o      398     ChaePred             0.723    0.754    2        A2       C2        2        4.28     359      14       56.6     56.50      56.70       0.737      0.488      0.60           2          720        0.10     2.72       2.29       5779.4     2480.9     3298.4     0.911     c3:13.28; c2:2.39
240 T1124TS278_5o      278     PEZYFoldings         0.709    0.806    2        A2       C2        2        0.38     357      4        59.1     56.40      62.20       0.738      0.532      0.73           2          720        0.03     3.20       3.29       1442.2     954.1      488.0      0.910     c3:15.42; c2:0.25
241 T1124TS447_5o      447     DELCLAB              0.707    0.749    2        A2       C2        2        0.31     277      0        54.3     59.90      49.70       0.733      0.438      0.63           2          720        0.11     3.71       3.02       3903.8     35.9       3867.8     0.869     c3:16.61; c2:0.21
242 T1124TS447_4o      447     DELCLAB              0.697    0.740    2        A2       C2        2        0.49     280      0        55.8     61.60      50.90       0.736      0.442      0.61           2          720        0.11     3.75       3.05       4000.5     127.1      3873.3     0.867     c3:16.61; c2:0.34
243 T1124TS304_5o      304     Manifold-X           0.620    0.643    2        A2       C1        2        0.00     396      10       47.3     44.20      50.90       0.712      0.352      0.55           2          720        0.06     3.94       2.74       7698.9     3483.5     4215.4     0.847     c3:11.98; c2:4.05
244 T1124TS248_5o      248     Manifold             0.620    0.643    2        A2       C1        2        0.00     396      10       47.3     44.20      50.90       0.712      0.352      0.55           2          720        0.06     3.94       2.74       7698.9     3483.5     4215.4     0.847     c3:11.98; c2:4.05
245 T1124TS278_4o      278     PEZYFoldings         0.577    0.590    2        A2       C2        2        0.38     382      2        55.4     52.60      58.50       0.741      0.422      0.65           2          720        0.04     5.96       7.83       3214.6     1736.9     1477.7     0.828     c3:16.56; c2:0.27
246 T1124TS278_2o      278     PEZYFoldings         0.564    0.586    2        A2       C2        2        0.63     367      2        55.8     53.30      58.50       0.747      0.423      0.64           2          720        0.08     5.76       7.72       4129.2     2535.6     1593.6     0.846     c3:17.10; c2:0.44
247 T1124TS131_5o      131s    Kiharalab_Server     0.561    0.592    2        A2       C2        2        0.05     374      2        60.0     54.90      66.20       0.776      0.458      0.65           2          720        0.06     5.00       7.44       3959.1     1976.5     1982.5     0.916     c3:16.20; c2:0.04
248 T1124TS131_1o      131s    Kiharalab_Server     0.557    0.588    2        A2       C2        2        0.16     378      2        60.7     55.70      66.80       0.779      0.466      0.65           2          720        0.04     5.01       7.48       3783.0     1790.2     1992.9     0.918     c3:16.07; c2:0.11
249 T1124TS119_4o      119     Kiharalab            0.556    0.587    2        A2       C2        2        0.01     382      2        60.4     54.90      67.10       0.775      0.467      0.66           2          720        0.04     5.00       7.47       3858.8     2053.1     1805.7     0.918     c3:16.09; c2:0.00
250 T1124TS131_2o      131s    Kiharalab_Server     0.556    0.586    2        A2       C2        2        0.12     379      2        60.4     55.30      66.50       0.778      0.464      0.66           2          720        0.05     4.96       7.44       3511.0     1628.2     1882.8     0.919     c3:16.09; c2:0.09
251 T1124TS119_5o      119     Kiharalab            0.556    0.587    2        A2       C2        2        0.01     379      0        61.0     55.00      68.30       0.772      0.472      0.66           2          720        0.04     5.00       7.47       3448.1     1946.0     1502.1     0.918     c3:16.08; c2:0.00
252 T1124TS119_2o      119     Kiharalab            0.556    0.587    2        A2       C2        2        0.01     382      2        60.4     54.90      67.10       0.775      0.467      0.66           2          720        0.04     5.00       7.47       3858.8     2053.1     1805.7     0.918     c3:16.09; c2:0.00
253 T1124TS444_4o      444     CoDock               0.495    0.531    2        A2       C2        2        1.47     440      28       35.9     31.00      42.70       0.635      0.313      0.52           2          720        0.05     5.67       7.72       5981.0     2611.6     3369.4     0.833     c3:16.31; c2:0.98
254 T1124TS494_2o      494     Venclovas            0.455    0.478    2        A2       C2        2        0.12     211      2        51.4     60.20      44.80       0.754      0.295      0.59           1          360        0.00     8.73       12.17      4533.1     2175.1     2358.0     0.875     c3:14.32; c2:0.09
255 T1124TS444_2o      444     CoDock               0.455    0.479    2        A2       C2        2        0.47     468      31       33.7     28.90      40.20       0.622      0.311      0.49           2          720        0.06     5.45       7.54       6856.9     2765.9     4091.1     0.841     c3:16.26; c2:0.26
256 T1124TS205_5o      205     Zou                  0.388    0.400    2        A2       C2        2        2.00     348      8        27.9     29.80      26.20       0.413      0.211      0.48           1          351        0.00     9.91       13.57      10223.7    3837.7     6386.0     0.681     c3:18.70; c2:1.33
257 T1124TS205_3o      205     Zou                  0.388    0.400    2        A2       C2        2        2.00     346      8        27.7     29.50      26.20       0.413      0.211      0.48           1          351        0.00     9.92       13.57      10256.0    3841.0     6415.0     0.681     c3:18.70; c2:1.33
258 T1124TS205_1o      205     Zou                  0.388    0.400    2        A2       C2        2        2.00     349      8        28.0     30.10      26.20       0.413      0.211      0.48           1          351        0.00     9.92       13.57      10231.1    3797.2     6433.9     0.680     c3:18.69; c2:1.33
259 T1124TS205_2o      205     Zou                  0.387    0.399    2        A2       C2        2        2.00     348      8        27.9     29.90      26.20       0.412      0.211      0.49           1          351        0.00     9.92       13.57      10163.9    3815.7     6348.2     0.680     c3:18.69; c2:1.33
260 T1124TS205_4o      205     Zou                  0.387    0.399    2        A2       C2        2        1.99     346      8        27.7     29.80      25.90       0.413      0.210      0.48           1          351        0.00     9.92       13.57      10107.0    3796.9     6310.1     0.680     c3:18.70; c2:1.32
261 T1124TS278_3o      278     PEZYFoldings         0.372    0.373    2        A2       C2        2        0.77     194      0        33.1     45.00      26.20       0.634      0.105      0.50           1          154        0.00     9.89       21.18      8310.9     3869.4     4441.5     0.552     c3:15.31; c2:0.53
262 T1124TS444_1o      444     CoDock               0.345    0.352    2        A2       C2        2        0.30     352      18       20.2     19.10      21.30       0.626      0.204      0.53           1          360        0.00     1.63       5.32       8169.1     2995.8     5173.3     0.821     c3:15.16; c2:0.17
263 T1124TS444_5o      444     CoDock               0.345    0.352    2        A2       C2        2        0.30     352      18       20.2     19.10      21.30       0.626      0.204      0.53           1          360        0.00     1.63       5.32       8169.1     2995.8     5173.3     0.821     c3:15.16; c2:0.17
264 T1124TS494_3o      494     Venclovas            0.266    0.278    2        A2       C2        2        1.16     254      3        31.1     35.30      27.70       0.701      0.110      0.34           1          48         0.00     9.68       21.33      5036.1     2362.5     2673.6     0.728     c3:15.42; c2:0.81
265 T1124TS494_4o      494     Venclovas            0.255    0.263    2        A2       C2        2        0.11     211      0        32.8     42.10      26.80       0.693      0.106      0.30           1          143        0.00     9.71       21.89      4544.4     2204.7     2339.7     0.651     c3:13.94; c2:0.08
266 T1124TS494_5o      494     Venclovas            0.225    0.270    2        A2       C2        2        4.62     132      0        25.1     47.50      17.10       0.436      0.069      0.29           1          125        0.00     9.92       22.64      2534.9     2052.6     482.3      0.552     c3:13.51; c2:3.23
267 T1124TS444_3o      444     CoDock               0.214    0.214    2        A2       C2        2        1.08     452      37       10.5     8.70       13.10       0.585      0.127      0.52           1          360        0.00     1.63       6.86       8092.6     3057.0     5035.6     0.740     c3:14.73; c2:0.62
268 T1124TS098_4o      098s    GuijunLab-Assembly   0.087    0.093    2        A2       C2        2        0.00     1369     121      3.4      2.10       8.80        0.402      0.047      0.40           1          360        0.00     1.95       13.26      2710.5     718.0      1992.5     0.548     c3:13.91; c2:0.00
269 T1124TS398_3o      398     ChaePred             0.048    0.048    2        A2       C2        2        2.65     200      6        3.1      4.30       2.40        0.655      0.024      0.30           1          360        0.00     1.75       22.12      9460.8     3551.6     5909.2     0.546     c3:11.43; c2:1.69
270 T1124TS098_5o      098s    GuijunLab-Assembly   0.000    0.000    2        A2       C2        2        0.00     1838     138      0.0      0.00       0.00        0.275      0.017      0.23           1          360        0.00     1.47       19.20      -1867.3    -1492.4    -375.0     0.516     c3:26.90; c2:0.00
